2019-09-25 13:37:35,569 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:07:17,730 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:09:30,031 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:13:40,224 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:18:02,354 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:19:03,352 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:20:06,499 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:20:11,009 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.128}
2019-09-25 14:31:14,786 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,787 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,787 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,787 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,787 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,787 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,788 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,788 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}
2019-09-25 14:31:14,788 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}
2019-09-25 14:31:14,789 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}
2019-09-25 14:31:14,789 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,789 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,789 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,790 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}
2019-09-25 14:31:14,790 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,790 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.257, 'neu': 0.581, 'pos': 0.162, 'compound': -0.3182}
2019-09-25 14:31:14,790 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,791 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2263}
2019-09-25 14:31:14,791 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,791 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,792 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}
2019-09-25 14:31:14,793 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:31:14,793 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,793 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:31:14,794 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.085, 'neu': 0.616, 'pos': 0.3, 'compound': 0.68}
2019-09-25 14:31:14,794 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4173}
2019-09-25 14:31:14,795 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:31:14,795 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,795 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}
2019-09-25 14:31:14,796 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:31:14,796 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,796 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,796 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}
2019-09-25 14:31:14,797 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}
2019-09-25 14:31:14,797 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,797 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.064, 'neu': 0.743, 'pos': 0.192, 'compound': 0.5848}
2019-09-25 14:31:14,798 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}
2019-09-25 14:31:14,798 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,798 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7512}
2019-09-25 14:31:14,799 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,799 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}
2019-09-25 14:31:14,799 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}
2019-09-25 14:31:14,800 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8402}
2019-09-25 14:31:14,800 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}
2019-09-25 14:31:14,800 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,800 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}
2019-09-25 14:31:14,801 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,801 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}
2019-09-25 14:31:14,802 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,802 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,802 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,802 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,803 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,803 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5023}
2019-09-25 14:31:14,803 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,804 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,804 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,804 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5288}
2019-09-25 14:31:14,805 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}
2019-09-25 14:31:14,805 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5023}
2019-09-25 14:31:14,806 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.3875}
2019-09-25 14:31:14,806 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,806 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,807 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,807 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}
2019-09-25 14:31:14,807 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}
2019-09-25 14:31:14,807 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.225, 'neu': 0.667, 'pos': 0.108, 'compound': -0.34}
2019-09-25 14:31:14,807 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}
2019-09-25 14:31:14,808 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,808 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,808 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.124, 'neu': 0.708, 'pos': 0.168, 'compound': 0.128}
2019-09-25 14:31:14,809 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.136, 'neu': 0.502, 'pos': 0.362, 'compound': 0.8074}
2019-09-25 14:31:14,809 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.128}
2019-09-25 14:31:14,809 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:31:14,810 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,810 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.198, 'neu': 0.541, 'pos': 0.261, 'compound': 0.1779}
2019-09-25 14:31:14,810 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.075, 'neu': 0.682, 'pos': 0.243, 'compound': 0.6874}
2019-09-25 14:31:14,811 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,811 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}
2019-09-25 14:31:14,811 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}
2019-09-25 14:31:14,811 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.173, 'neu': 0.668, 'pos': 0.159, 'compound': -0.069}
2019-09-25 14:31:14,812 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5919}
2019-09-25 14:31:14,812 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.284, 'neu': 0.631, 'pos': 0.086, 'compound': -0.6597}
2019-09-25 14:31:14,813 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}
2019-09-25 14:31:14,813 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}
2019-09-25 14:31:14,814 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}
2019-09-25 14:31:14,814 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:31:14,815 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.6486}
2019-09-25 14:31:14,815 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}
2019-09-25 14:31:14,816 - [logs/myutils.log:30]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:09,667 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:34:14,955 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:41,739 - [logs/myutils.log:16]=> logs/myutils.log
2019-09-25 14:34:45,086 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,086 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.836}
2019-09-25 14:34:45,086 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,086 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,087 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,087 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.5448}
2019-09-25 14:34:45,087 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,088 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.06, 'neu': 0.698, 'pos': 0.241, 'compound': 0.7717}
2019-09-25 14:34:45,088 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,088 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,089 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,090 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,090 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}
2019-09-25 14:34:45,090 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}
2019-09-25 14:34:45,091 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}
2019-09-25 14:34:45,091 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,091 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,091 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,092 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}
2019-09-25 14:34:45,092 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,092 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.257, 'neu': 0.581, 'pos': 0.162, 'compound': -0.3182}
2019-09-25 14:34:45,093 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,093 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2263}
2019-09-25 14:34:45,093 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,093 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,094 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}
2019-09-25 14:34:45,094 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:34:45,094 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,095 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:34:45,095 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.085, 'neu': 0.616, 'pos': 0.3, 'compound': 0.68}
2019-09-25 14:34:45,095 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4173}
2019-09-25 14:34:45,096 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:34:45,096 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,096 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}
2019-09-25 14:34:45,097 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}
2019-09-25 14:34:45,097 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,097 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,097 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}
2019-09-25 14:34:45,097 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}
2019-09-25 14:34:45,098 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,098 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.064, 'neu': 0.743, 'pos': 0.192, 'compound': 0.5848}
2019-09-25 14:34:45,099 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}
2019-09-25 14:34:45,099 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,099 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7512}
2019-09-25 14:34:45,099 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,100 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}
2019-09-25 14:34:45,100 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}
2019-09-25 14:34:45,101 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8402}
2019-09-25 14:34:45,101 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}
2019-09-25 14:34:45,102 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,102 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}
2019-09-25 14:34:45,102 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,103 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}
2019-09-25 14:34:45,103 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,103 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,103 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,104 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,104 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,104 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5023}
2019-09-25 14:34:45,105 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,105 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,105 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,105 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5288}
2019-09-25 14:34:45,106 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}
2019-09-25 14:34:45,106 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5023}
2019-09-25 14:34:45,106 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.3875}
2019-09-25 14:34:45,106 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,107 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,107 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
2019-09-25 14:34:45,107 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}
2019-09-25 14:34:45,107 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}
2019-09-25 14:34:45,108 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.225, 'neu': 0.667, 'pos': 0.108, 'compound': -0.34}
2019-09-25 14:34:45,108 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}
2019-09-25 14:34:45,108 - [logs/myutils.log:31]=> LINE 30: score:{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
